銘柄名,銘柄コード,市場,弁済期限(いちにち),弁済期限(14日),弁済期限(無期限),売建可能数量[株],優待権利付き最終日,株主優待,特別空売り料[円],現在値[円],前日比[円],当日株価変動率[％],日中出来高増減率[％],ティック数,出来高[株],直近高値騰落率[％],貸借区分,逆日歩[円]
"ヒガシホールディングス","9029","東証","○","-","-","300","09/28","有","1.40","1,950","40","1.40 %","-","60","12,400","-2.54 %","信用","0.00"
"寿スピリッツ","2222","東証","○","-","○","47,500","03/29","有","0.00","2,545.0","53.5","1.39 %","-","2,728","740,200","-1.88 %","貸借","0.05"
"グンゼ","3002","東証","○","-","○","0","09/28","有","0.00","4,000","65","1.39 %","-","357","200,300","-0.49 %","貸借","0.00"
"共和レザー","3553","東証","○","-","-","0","-","無","0.00","872","3","1.39 %","-","93","18,800","0.00 %","貸借","0.05"
"イムラ","3955","東証","○","-","-","0","-","無","0.00","799","7","1.39 %","-","24","6,300","-0.86 %","貸借","0.00"
"大伸化学","4629","東証","○","-","-","100","-","無","1.10","1,821","17","1.39 %","-","3","300","-0.49 %","信用","0.00"
"日本軽金属ＨＤ","5703","東証","○","-","○","20,700","-","無","0.00","2,764","38","1.39 %","-","838","247,700","-0.36 %","貸借","0.00"
"バリュエンスＨＬＤＧＳ","9270","東証","○","-","-","0","-","無","2.40","2,186","32","1.39 %","-","175","34,200","-0.72 %","貸借","0.00"
"東証ＲＥＩＴＥＴＦ","2555","東証","○","-","-","420","-","無","3.70","1,901.0","26.0","1.38 %","-","20","11,140","-0.10 %","貸借","0.50"
"ＷＤＩ","3068","東証","○","-","-","200","09/28","有","1.30","2,991","14","1.38 %","-","39","6,300","-1.12 %","信用","0.00"
"三井不動産アコモデー","3226","東証","○","-","-","75","-","無","0.00","124,300","2,400","1.38 %","-","1,044","6,205","-0.48 %","貸借","0.00"
"ミタチ産業","3321","東証","○","-","-","0","-","無","0.00","1,824","37","1.38 %","-","352","75,100","-0.65 %","貸借","0.00"
"エイトレッド","3969","東証","○","-","-","300","09/28","有","0.90","1,390","30","1.38 %","-","88","14,700","-0.21 %","信用","0.00"
"新明和工業","7224","東証","○","-","○","35,800","-","無","0.00","2,049","36","1.38 %","-","406","95,400","-0.04 %","貸借","0.00"
"３３ＦＧ","7322","東証","○","-","-","0","09/28","有","0.00","1,825","25","1.38 %","-","939","317,300","0.00 %","貸借","0.00"
"アドバンテッジリスクマネ","8769","東証","○","-","-","500","03/29","有","0.00","513","8","1.38 %","-","69","23,200","-0.38 %","貸借","0.00"
"植木組","1867","東証","○","-","-","100","09/28","有","0.00","2,585","54","1.37 %","-","49","6,100","-0.57 %","貸借","0.00"
"テクノ菱和","1965","東証","○","-","-","500","03/29","有","0.00","5,910","20","1.37 %","-","217","50,000","-1.00 %","貸借","0.00"
"ライフドリンクカンパニー","2585","東証","○","-","-","6,600","-","無","0.00","1,544","21","1.37 %","-","1,066","331,100","-3.98 %","貸借","0.00"
"ランドネット","2991","東証","○","-","-","0","-","無","0.20","589","-1","1.37 %","-","31","6,000","-0.84 %","信用","0.00"
"オープンハウスグループ","3288","東証","○","-","○","7,400","-","無","0.00","8,549","234","1.37 %","-","2,021","362,000","-0.70 %","貸借","0.00"
"ウェザーニューズ","4825","東証","○","-","-","1,700","11/26","有","0.00","2,070","46","1.37 %","-","643","165,000","0.00 %","貸借","0.00"
"ジーデップ・アドバンス","5885","東証","○","-","-","300","-","無","5.70","2,940","50","1.37 %","-","135","20,500","0.00 %","貸借","0.00"
"デンヨー","6517","東証","○","-","○","2,600","03/29","有","0.00","3,690","50","1.37 %","-","199","33,600","-0.67 %","貸借","0.00"
"シーユーシー","9158","東証","○","-","-","1,200","-","無","0.50","812","19","1.37 %","-","301","77,300","0.00 %","貸借","0.05"
"ヤマタネ","9305","東証","○","-","○","0","09/28","有","0.00","2,070","29","1.37 %","-","313","69,500","-0.48 %","貸借","0.10"
"ＩＦ東証ＲＥＩＴＣＯＲＥ","2528","東証","○","-","-","597","-","無","2.00","1,115","21","1.36 %","-","28","128,306","0.00 %","貸借","0.00"
"バナーズ","3011","東証","○","-","-","0","-","無","0.20","149","2","1.36 %","-","46","10,400","-0.66 %","信用","0.00"
"セントラル総合開発","3238","東証","○","-","-","0","-","無","0.10","371","4","1.36 %","-","11","8,300","-1.06 %","信用","0.00"
"日本ファルコム","3723","東証","○","-","-","400","-","無","1.10","2,818","31","1.36 %","-","54","10,900","-5.43 %","信用","0.00"
"テラテクノロジー","483A","東証","○","-","-","0","-","無","1.00","2,150","18","1.36 %","-","27","5,800","-7.76 %","信用","0.00"
"ジェイファーマ","520A","東証","○","-","-","2,800","-","無","0.40","296","8","1.36 %","-","358","138,900","-2.95 %","信用","0.00"
"シンメンテホールディングス","6086","東証","○","-","-","300","02/24","有","0.50","1,038","14","1.36 %","-","86","12,000","-0.09 %","信用","0.00"
"富山第一銀行","7184","東証","○","-","○","16,600","-","無","0.00","2,671","52","1.36 %","-","559","179,600","-0.03 %","貸借","0.00"
"東邦銀行","8346","東証","○","-","-","7,900","09/28","有","0.00","818","18","1.36 %","-","777","659,800","0.00 %","貸借","0.00"
"百五銀行","8368","東証","○","-","-","6,700","09/28","有","0.00","2,081","41","1.36 %","-","1,648","557,400","-0.04 %","貸借","0.00"
"エリアリンク","8914","東証","○","-","-","1,300","-","無","0.00","817","8","1.36 %","-","570","127,800","-1.20 %","貸借","0.00"
"ＥＴＳグループ","253A","東証","○","-","-","200","09/28","有","0.90","1,125","30","1.35 %","-","97","18,200","0.00 %","貸借","0.00"
"コメ兵ＨＬＤＧＳ","2780","東証","○","-","-","1,500","-","無","0.30","4,875","-5","1.35 %","-","356","71,900","-2.30 %","信用","0.00"
"東海カーボン","5301","東証","○","-","○","96,200","12/28","有","0.00","1,758.5","24.0","1.35 %","-","3,427","1,253,000","-0.62 %","貸借","0.00"
"ＫＶＫ","6484","東証","○","-","-","100","03/29","有","1.40","2,402","32","1.35 %","-","10","1,600","0.00 %","信用","0.00"
"バルミューダ","6612","東証","○","-","-","0","12/28","有","0.40","598","6","1.35 %","-","13","2,600","-0.16 %","信用","0.00"
"ＢＵＦＦＡＬＯ","6676","東証","○","-","-","500","09/28","有","0.00","2,540","46","1.35 %","-","197","35,000","-0.47 %","貸借","0.05"
"東京きらぼしＦＧ","7173","東証","○","-","-","0","09/28","有","0.00","1,798","24","1.35 %","-","3,846","1,779,700","-4.25 %","貸借","0.00"
"ミツウロコグループ","8131","東証","○","-","-","600","09/28","有","0.00","2,018","31","1.35 %","-","266","57,500","-0.54 %","貸借","0.10"
"カウリス","153A","東証","○","-","-","1,100","-","無","2.30","1,277","34","1.34 %","-","579","102,800","-8.78 %","貸借","0.05"
"サンテック","1960","東証","○","-","-","600","-","無","1.80","1,509","10","1.34 %","-","121","23,600","-0.26 %","信用","0.00"
"太平電業","1968","東証","○","-","○","15,000","-","無","0.00","2,564","12","1.34 %","-","482","113,900","-2.02 %","貸借","0.00"
"チムニー","3178","東証","○","-","-","0","09/28","有","1.60","1,127","17","1.34 %","-","87","25,100","-0.17 %","貸借","0.10"
"ネクストウェア","4814","東証","○","-","-","400","09/28","有","0.20","151","2","1.34 %","-","44","15,500","0.00 %","貸借","0.00"
"中部鋼鈑","5461","東証","○","-","○","12,100","-","無","0.00","2,040","27","1.34 %","-","491","97,200","0.00 %","貸借","0.05"
"日建工学","9767","東証","○","-","-","100","-","無","0.60","1,504","20","1.34 %","-","12","1,400","-0.98 %","信用","0.00"
"テーオーホールディングス","9812","東証","○","-","-","0","-","無","0.30","226","0","1.34 %","-","19","4,500","-2.58 %","信用","0.00"
"トラスコ中山","9830","東証","○","-","○","10,300","-","無","0.00","2,338","53","1.34 %","-","450","100,100","-0.17 %","貸借","0.00"
"東京エネシス","1945","東証","○","-","○","18,400","-","無","0.00","2,122","36","1.33 %","-","613","159,700","-0.70 %","貸借","0.00"
"ＳＴＩフードＨＤ","2932","東証","○","-","-","200","12/28","有","0.70","1,062","10","1.33 %","-","51","9,700","-0.46 %","信用","0.00"
"三菱マテリアル","5711","東証","○","-","○","15,800","-","無","0.00","4,555","103","1.33 %","-","3,953","1,089,600","-0.24 %","貸借","0.00"
"ニレコ","6863","東証","○","-","-","600","-","無","1.00","3,030","72","1.33 %","-","145","29,500","0.00 %","信用","0.00"
"北洋銀行","8524","東証","○","-","-","24,100","09/28","有","0.00","1,141","19","1.33 %","-","1,747","1,484,100","-1.12 %","貸借","0.00"
"ジェネレーションパス","3195","東証","○","-","-","0","10/28","有","0.60","536","9","1.32 %","-","129","40,800","0.00 %","貸借","0.05"
"マイネット","3928","東証","○","-","-","300","-","無","0.00","229","3","1.32 %","-","52","24,200","-0.43 %","貸借","0.00"
"ダイセル","4202","東証","○","-","○","88,800","-","無","0.00","1,418.0","24.5","1.32 %","-","2,332","923,100","0.00 %","貸借","0.00"
"ＡＤＥＫＡ","4401","東証","○","-","○","25,300","-","無","0.00","4,280","131","1.32 %","-","1,961","478,700","-0.07 %","貸借","0.00"
"ジャパンインベストメントＡ","7172","東証","○","-","-","3,300","12/28","有","0.00","2,072","29","1.32 %","-","588","222,600","-0.24 %","貸借","0.00"
"ディーエムエス","9782","東証","○","-","-","500","-","無","1.80","3,450","50","1.32 %","-","84","15,400","0.00 %","信用","0.00"
"ＯＮＥＪＰＸ日経中小型","1493","東証","○","-","-","0","-","無","15.00","25,800","450","1.31 %","-","19","2,063","0.00 %","貸借","0.00"
"日比谷総合設備","1982","東証","○","-","○","9,700","-","無","0.00","3,090","20","1.31 %","-","223","64,900","-1.74 %","貸借","0.05"
"ＧＸウラニウム","224A","東証","○","-","-","130","-","無","0.00","1,619","20","1.31 %","-","140","4,700","-0.91 %","貸借","0.00"
"フォーサイド","2330","東証","○","-","-","0","12/28","有","0.20","77","2","1.31 %","-","73","85,000","-1.28 %","信用","0.00"
"ビーロット","3452","東証","○","-","-","1,000","12/28","有","0.00","1,464","19","1.31 %","-","238","101,400","-0.74 %","貸借","0.00"
"アカツキ","3932","東証","○","-","○","14,200","-","無","0.00","3,085","125","1.31 %","-","460","128,400","-1.59 %","貸借","0.00"
"ＷＤＢココ","7079","東証","○","-","-","0","-","無","0.50","2,618","0","1.31 %","-","20","3,800","-0.94 %","信用","0.00"
"ハウスフリーダム","8996","東証","○","-","-","2,300","-","無","0.80","1,001","11","1.31 %","-","3","1,300","0.00 %","貸借","0.00"
"スターティアホールディングス","3393","東証","○","-","-","300","-","無","0.00","3,100","35","1.30 %","-","99","21,600","0.00 %","貸借","0.00"
"ウェルネス・コミュニケーションス","366A","東証","○","-","-","600","-","無","1.00","1,087","18","1.30 %","-","71","15,800","-1.00 %","信用","0.00"
"神戸製鋼所","5406","東証","○","-","○","187,900","-","無","0.00","1,905.5","48.0","1.30 %","-","3,341","1,797,200","-0.47 %","貸借","0.00"
"カシオ","6952","東証","○","-","○","18,500","-","無","0.00","1,865.5","0.5","1.30 %","-","2,981","891,100","-4.08 %","貸借","0.00"
"京葉銀行","8544","東証","○","-","○","500","09/28","有","0.00","2,638","35","1.30 %","-","997","365,900","-0.60 %","貸借","0.15"
"キャンドゥ","2698","東証","○","-","-","0","08/27","有","0.00","3,530","45","1.29 %","-","82","17,800","0.00 %","貸借","0.00"
"積水化成品","4228","東証","○","-","○","43,400","-","無","0.00","547","16","1.29 %","-","644","272,300","-1.08 %","貸借","0.00"
"応用技術","4356","東証","○","-","-","100","-","無","0.30","1,568","25","1.29 %","-","19","3,400","-0.25 %","信用","0.00"
"ヒトトヒトホールディングス","549A","東証","○","-","-","0","-","無","1.00","469","5","1.29 %","-","137","42,200","-0.63 %","信用","0.00"
"ＩＳシルバーＥＴＦ","568A","東証","○","-","-","5,850","-","無","0.10","164.5","4.2","1.29 %","-","140","292,170","-1.73 %","信用","0.00"
"マルゼン","5982","東証","○","-","-","100","08/27","有","0.60","3,925","60","1.29 %","-","27","3,600","-0.88 %","信用","0.00"
"三菱電機","6503","東証","○","-","○","124,300","-","無","0.00","5,944","31","1.29 %","-","12,964","4,126,300","-1.58 %","貸借","0.00"
"ＳＥＭＩＴＥＣ","6626","東証","○","-","-","300","-","無","0.40","2,030","-5","1.29 %","-","67","11,400","-2.07 %","信用","0.00"
"シマノ","7309","東証","○","-","○","3,300","-","無","0.00","17,540","415","1.29 %","-","948","193,800","-1.29 %","貸借","0.80"
"アースインフィニティ","7692","東証","○","-","-","0","-","無","0.10","78","1","1.29 %","-","67","84,900","0.00 %","信用","0.00"
"四国銀行","8387","東証","○","-","-","0","09/28","有","0.00","3,140","35","1.29 %","-","458","191,500","-2.63 %","貸借","0.05"
"アジア航測","9233","東証","○","-","-","200","-","無","0.00","1,175","16","1.29 %","-","75","15,400","0.00 %","貸借","0.00"
"ＤＡＸヘッジ有","2860","東証","○","-","-","89","-","無","5.00","3,239","109","1.28 %","-","83","8,847","-0.09 %","貸借","0.00"
"エニグモ","3665","東証","○","-","-","0","07/29","有","0.00","395","7","1.28 %","-","249","273,700","-0.50 %","貸借","0.05"
"電通グループ","4324","東証","○","-","○","2,800","-","無","0.00","3,243.0","138.0","1.28 %","-","4,364","1,536,600","-1.69 %","貸借","0.20"
"コニカミノルタ","4902","東証","○","-","○","0","09/28","有","0.00","573.7","7.3","1.28 %","-","6,417","2,743,300","-0.72 %","貸借","0.00"
"エンバイオ・ホールディング","6092","東証","○","-","-","200","09/28","有","0.00","712","5","1.28 %","-","50","12,800","-2.46 %","貸借","0.00"
"岩谷産業","8088","東証","○","-","○","48,800","-","無","0.00","1,976.0","47.0","1.28 %","-","2,554","894,800","-0.37 %","貸借","0.00"
"都築電気","8157","東証","○","-","-","400","09/28","有","0.00","3,955","40","1.28 %","-","132","33,300","-0.75 %","貸借","0.00"
"日本プライムリアルティ","8955","東証","○","-","-","65","-","無","0.00","94,800","1,800","1.28 %","-","1,108","9,076","-0.31 %","貸借","0.00"
"土屋ホールディングス","1840","東証","○","-","-","0","-","無","0.20","239","2","1.27 %","-","29","8,600","-0.41 %","貸借","0.00"
"アドバンス・レジデンス","3269","東証","○","-","-","75","-","無","0.00","151,200","2,500","1.27 %","-","1,230","7,255","0.00 %","貸借","0.00"
"クリヤマホールディングス","3355","東証","○","-","-","500","12/28","有","0.20","1,583","20","1.27 %","-","73","11,700","0.00 %","信用","0.00"
"トーセイ・リート投資法人","3451","東証","○","-","-","18","-","無","4.00","134,600","1,800","1.27 %","-","294","898","-0.07 %","信用","0.00"
"竹田ＩＰホールディングス","7875","東証","○","-","-","1,000","03/29","有","0.70","871","11","1.27 %","-","149","31,900","-4.80 %","信用","0.00"
"飯野海運","9119","東証","○","-","-","2,500","09/28","有","0.00","1,435","32","1.27 %","-","574","167,600","-0.69 %","貸借","0.00"
"スタンダドＴＯＰ２０","1551","東証","○","-","-","0","-","無","3.90","7,291","117","1.26 %","-","6","160","0.00 %","貸借","0.00"
"ファーマライズＨＤ","2796","東証","○","-","-","0","11/26","有","0.30","480","7","1.26 %","-","33","11,500","0.00 %","貸借","0.00"
"ＧＸグリーン・ＪリートＥＴＦ","2855","東証","○","-","-","0","-","無","2.00","960","12","1.26 %","-","12","180","-1.03 %","貸借","0.00"
